AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,INCOME,ANNUAL_KM,ID,OUTCOME
40-64,female,10-19,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,2.0,above average,17710.0,645135.0,0.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,6.0,2.0,10.0,above average,14490.0,421596.0,0.0
26-39,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,164636.0,1.0
26-39,male,10-19,high school,0.0,before 2015,1.0,0.0,sedan,1.0,0.0,1.0,below average,22540.0,405100.0,1.0
40-64,female,20-29,high school,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,0.0,average,20930.0,315223.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,4.0,average,16101.0,628723.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,19320.0,483693.0,1.0
40-64,female,20-29,high school,1.0,before 2015,0.0,1.0,sedan,5.0,0.0,0.0,average,19320.0,416795.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,712973.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,24150.0,755061.0,1.0
40-64,male,20-29,university,1.0,before 2015,0.0,0.0,sedan,3.0,1.0,2.0,above average,20930.0,625426.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,5.0,above average,20930.0,162614.0,0.0
40-64,male,20-29,university,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,5.0,average,24150.0,732843.0,0.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,466761.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,14490.0,498232.0,1.0
65+,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,2.0,above average,17710.0,170391.0,0.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,3.0,1.0,0.0,above average,11270.0,918640.0,0.0
65+,female,30+,high school,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,above average,12880.0,937134.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,1.0,above average,12880.0,273764.0,0.0
26-39,female,10-19,none,1.0,before 2015,0.0,0.0,sedan,1.0,0.0,1.0,below average,25760.0,418555.0,0.0
65+,male,0-9,university,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,27370.0,344228.0,0.0
40-64,female,10-19,none,1.0,before 2015,0.0,1.0,sedan,3.0,0.0,0.0,below average,16101.0,809278.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,,68145.0,1.0
40-64,male,20-29,university,0.0,before 2015,1.0,1.0,sedan,3.0,1.0,1.0,above average,11270.0,128369.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,20930.0,194925.0,1.0
16-25,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,303507.0,1.0
65+,male,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,14490.0,244931.0,0.0
16-25,female,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,570030.0,0.0
26-39,female,10-19,none,0.0,before 2015,0.0,0.0,sedan,0.0,1.0,0.0,minmal,20930.0,918038.0,1.0
16-25,female,0-9,university,0.0,before 2015,0.0,0.0,sports car,0.0,0.0,0.0,minmal,24150.0,102325.0,1.0
26-39,female,0-9,university,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,,653061.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,0.0,above average,,706892.0,0.0
40-64,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,761911.0,1.0
26-39,female,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,above average,19320.0,271656.0,0.0
65+,male,30+,university,1.0,after 2015,1.0,1.0,sedan,8.0,0.0,5.0,above average,14490.0,820690.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,24150.0,622930.0,0.0
16-25,male,0-9,none,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,20930.0,81394.0,0.0
26-39,male,0-9,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,373844.0,0.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,368392.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,24150.0,447175.0,1.0
40-64,male,20-29,university,1.0,before 2015,1.0,1.0,sedan,5.0,0.0,0.0,average,22540.0,182095.0,0.0
26-39,female,0-9,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,451696.0,1.0
26-39,male,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,,953021.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,17710.0,462465.0,1.0
40-64,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,4.0,0.0,2.0,above average,16101.0,617007.0,0.0
40-64,male,10-19,university,1.0,after 2015,1.0,0.0,sedan,1.0,0.0,1.0,above average,20930.0,560773.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,0.0,sedan,1.0,0.0,4.0,above average,27370.0,438008.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,212573.0,0.0
65+,female,30+,university,1.0,before 2015,1.0,1.0,sedan,5.0,0.0,4.0,above average,14490.0,492516.0,0.0
16-25,female,0-9,none,0.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,538225.0,0.0
65+,female,30+,university,0.0,before 2015,0.0,1.0,sedan,5.0,0.0,3.0,above average,17710.0,658402.0,0.0
65+,female,0-9,none,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,325516.0,0.0
16-25,female,0-9,university,0.0,before 2015,0.0,1.0,sports car,0.0,0.0,0.0,average,16101.0,200283.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,913707.0,1.0
40-64,male,20-29,none,1.0,before 2015,1.0,1.0,sedan,7.0,0.0,1.0,average,11270.0,905750.0,1.0
40-64,male,20-29,university,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,3.0,above average,16101.0,107029.0,0.0
26-39,female,0-9,high school,1.0,before 2015,1.0,1.0,sports car,0.0,0.0,0.0,average,12880.0,304803.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,27370.0,124204.0,1.0
40-64,female,10-19,university,1.0,after 2015,1.0,0.0,sedan,0.0,1.0,0.0,above average,20930.0,781586.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,0.0,sedan,2.0,0.0,1.0,below average,,644662.0,0.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,903407.0,0.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,4.0,1.0,2.0,above average,14490.0,968669.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,1.0,0.0,minmal,22540.0,993267.0,0.0
65+,male,30+,high school,1.0,after 2015,1.0,0.0,sedan,11.0,1.0,5.0,above average,17710.0,423938.0,0.0
16-25,male,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,125168.0,1.0
26-39,female,10-19,high school,0.0,before 2015,1.0,1.0,sedan,0.0,2.0,3.0,minmal,8051.0,175635.0,1.0
65+,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,1.0,above average,16101.0,525386.0,0.0
65+,female,30+,high school,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,3.0,above average,17710.0,500215.0,0.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,0.0,1.0,1.0,above average,17710.0,572994.0,0.0
40-64,male,20-29,high school,0.0,after 2015,0.0,0.0,sedan,3.0,0.0,1.0,above average,,58735.0,0.0
26-39,female,0-9,none,0.0,before 2015,1.0,0.0,sports car,0.0,0.0,0.0,minmal,20930.0,319953.0,1.0
40-64,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,16101.0,487355.0,1.0
16-25,male,0-9,university,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,232470.0,1.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,565198.0,1.0
26-39,male,10-19,university,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,1.0,above average,24150.0,371727.0,0.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,6.0,0.0,1.0,average,,165944.0,0.0
16-25,female,0-9,high school,0.0,before 2015,0.0,0.0,sports car,0.0,0.0,0.0,minmal,28980.0,532459.0,0.0
65+,female,20-29,high school,1.0,after 2015,1.0,1.0,sedan,5.0,0.0,2.0,above average,17710.0,613091.0,0.0
26-39,female,10-19,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,2.0,below average,8051.0,88882.0,0.0
26-39,male,10-19,university,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,187197.0,0.0
26-39,female,10-19,none,0.0,before 2015,1.0,1.0,sedan,0.0,1.0,2.0,below average,14490.0,351757.0,1.0
16-25,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,16101.0,735929.0,1.0
40-64,male,20-29,high school,1.0,before 2015,0.0,0.0,sports car,5.0,0.0,1.0,above average,24150.0,224890.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,864601.0,1.0
16-25,female,0-9,high school,0.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,20930.0,485798.0,0.0
16-25,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,733833.0,1.0
26-39,female,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,22540.0,750465.0,1.0
65+,male,30+,none,1.0,before 2015,1.0,1.0,sedan,6.0,1.0,6.0,below average,14490.0,660556.0,0.0
40-64,male,20-29,university,1.0,before 2015,1.0,0.0,sedan,5.0,1.0,4.0,above average,11270.0,28109.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,0.0,sports car,1.0,0.0,0.0,average,25760.0,219960.0,1.0
40-64,male,20-29,university,0.0,after 2015,1.0,1.0,sedan,5.0,0.0,0.0,above average,17710.0,252894.0,0.0
40-64,male,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,76297.0,0.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,2.0,1.0,4.0,above average,,763891.0,0.0
40-64,female,20-29,high school,0.0,before 2015,0.0,1.0,sports car,2.0,1.0,0.0,average,20930.0,403707.0,0.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,14490.0,792734.0,0.0
65+,male,30+,high school,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,1.0,average,,268227.0,0.0
65+,male,30+,none,1.0,before 2015,0.0,1.0,sedan,7.0,0.0,0.0,average,24150.0,519764.0,0.0
16-25,male,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,912172.0,0.0
26-39,male,10-19,high school,1.0,before 2015,1.0,0.0,sedan,1.0,0.0,1.0,below average,16101.0,560068.0,1.0
16-25,male,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,,652414.0,1.0
26-39,female,10-19,university,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,above average,19320.0,126077.0,0.0
65+,female,30+,university,1.0,before 2015,0.0,1.0,sedan,1.0,1.0,3.0,above average,22540.0,220269.0,0.0
65+,male,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,,136946.0,0.0
26-39,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,19320.0,379940.0,1.0
26-39,female,10-19,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,25760.0,856902.0,1.0
16-25,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,241888.0,1.0
26-39,female,10-19,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,above average,20930.0,908199.0,0.0
40-64,female,10-19,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,19320.0,373218.0,0.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,7.0,above average,,656042.0,0.0
40-64,male,20-29,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,2.0,average,16101.0,313500.0,0.0
65+,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,3.0,1.0,4.0,above average,11270.0,919241.0,0.0
40-64,female,10-19,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,1.0,below average,20930.0,647888.0,0.0
40-64,female,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,below average,17710.0,161832.0,1.0
40-64,male,20-29,university,0.0,before 2015,1.0,1.0,sedan,4.0,0.0,3.0,average,11270.0,476769.0,0.0
26-39,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,,431314.0,0.0
65+,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,351356.0,1.0
40-64,male,20-29,high school,1.0,before 2015,0.0,0.0,sedan,3.0,2.0,4.0,average,19320.0,447424.0,0.0
40-64,male,20-29,high school,1.0,before 2015,0.0,1.0,sedan,4.0,1.0,2.0,average,14490.0,201707.0,0.0
16-25,male,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,19320.0,903320.0,1.0
16-25,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,17710.0,486639.0,1.0
26-39,male,10-19,university,1.0,after 2015,0.0,0.0,sedan,2.0,0.0,1.0,average,20930.0,252686.0,0.0
26-39,female,0-9,university,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,22540.0,233200.0,1.0
40-64,female,20-29,university,0.0,before 2015,1.0,0.0,sedan,5.0,0.0,1.0,above average,14490.0,667165.0,0.0
65+,female,30+,high school,1.0,after 2015,0.0,1.0,sedan,1.0,0.0,0.0,above average,24150.0,950296.0,1.0
26-39,male,10-19,none,0.0,before 2015,0.0,0.0,sedan,1.0,0.0,1.0,minmal,27370.0,243888.0,0.0
26-39,female,10-19,none,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,0.0,minmal,20930.0,605896.0,1.0
26-39,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,22540.0,871858.0,1.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,1.0,1.0,1.0,above average,14490.0,200829.0,0.0
65+,female,0-9,high school,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,20930.0,319494.0,0.0
16-25,male,0-9,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,20930.0,959164.0,1.0
40-64,male,20-29,university,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,4.0,above average,11270.0,444813.0,0.0
40-64,male,10-19,none,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,1.0,average,16101.0,675192.0,0.0
40-64,male,10-19,high school,0.0,before 2015,1.0,1.0,sports car,2.0,1.0,1.0,below average,19320.0,546719.0,0.0
40-64,female,20-29,university,1.0,after 2015,1.0,0.0,sedan,1.0,0.0,1.0,above average,19320.0,96803.0,0.0
26-39,female,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,average,9660.0,37956.0,0.0
16-25,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,19320.0,739932.0,1.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,5.0,0.0,4.0,above average,14490.0,103308.0,0.0
65+,male,30+,high school,1.0,before 2015,0.0,1.0,sedan,2.0,0.0,4.0,below average,,123892.0,0.0
26-39,male,10-19,none,1.0,before 2015,0.0,1.0,sedan,5.0,0.0,1.0,below average,16101.0,824793.0,0.0
26-39,male,10-19,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,4.0,average,22540.0,487034.0,0.0
26-39,female,10-19,high school,1.0,before 2015,1.0,0.0,sports car,0.0,0.0,0.0,average,19320.0,253078.0,0.0
26-39,male,10-19,high school,1.0,after 2015,1.0,1.0,sedan,3.0,0.0,2.0,below average,14490.0,587387.0,0.0
26-39,male,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,334556.0,0.0
65+,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,20930.0,403057.0,0.0
40-64,female,20-29,university,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,3.0,above average,22540.0,732295.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,1.0,minmal,22540.0,933941.0,0.0
16-25,male,0-9,high school,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,minmal,,520007.0,1.0
65+,female,10-19,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,17710.0,871263.0,0.0
65+,male,30+,high school,1.0,after 2015,0.0,1.0,sedan,3.0,1.0,7.0,above average,17710.0,864717.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,25760.0,565346.0,1.0
26-39,male,10-19,university,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,1.0,above average,19320.0,718626.0,0.0
40-64,female,20-29,high school,1.0,after 2015,1.0,1.0,sedan,2.0,0.0,0.0,above average,20930.0,921816.0,0.0
26-39,male,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,431031.0,1.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,0.0,average,22540.0,200636.0,0.0
16-25,female,0-9,high school,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,minmal,,70755.0,1.0
40-64,female,0-9,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,17710.0,22475.0,0.0
26-39,male,10-19,high school,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,0.0,below average,17710.0,254814.0,0.0
16-25,female,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,17710.0,799392.0,0.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,20930.0,429212.0,1.0
40-64,female,0-9,high school,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,408048.0,0.0
40-64,female,20-29,university,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,1.0,above average,24150.0,312015.0,0.0
40-64,female,20-29,high school,1.0,after 2015,1.0,0.0,sedan,0.0,0.0,1.0,above average,19320.0,280243.0,0.0
26-39,female,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,minmal,17710.0,161784.0,1.0
65+,female,30+,university,1.0,after 2015,1.0,1.0,sedan,6.0,1.0,1.0,above average,9660.0,979772.0,0.0
40-64,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,173922.0,0.0
40-64,female,0-9,university,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,19320.0,297613.0,0.0
26-39,male,10-19,university,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,4.0,above average,17710.0,178142.0,0.0
26-39,male,0-9,high school,1.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,622497.0,1.0
40-64,female,0-9,university,1.0,after 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,14490.0,342957.0,0.0
26-39,female,10-19,high school,0.0,after 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,,318054.0,0.0
40-64,male,20-29,university,0.0,before 2015,1.0,1.0,sedan,2.0,0.0,3.0,above average,17710.0,178359.0,0.0
65+,male,30+,university,1.0,before 2015,1.0,1.0,sedan,8.0,0.0,5.0,above average,11270.0,821985.0,0.0
65+,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,12880.0,810334.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,2.0,above average,17710.0,818305.0,0.0
26-39,male,10-19,university,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,4.0,above average,16101.0,586430.0,0.0
40-64,female,10-19,high school,0.0,before 2015,0.0,0.0,sedan,2.0,0.0,2.0,below average,20930.0,662672.0,1.0
26-39,female,10-19,university,0.0,after 2015,0.0,0.0,sedan,2.0,0.0,1.0,average,27370.0,770081.0,0.0
26-39,female,10-19,high school,1.0,after 2015,0.0,1.0,sedan,2.0,0.0,1.0,average,24150.0,787457.0,0.0
26-39,male,10-19,university,1.0,before 2015,0.0,0.0,sedan,2.0,0.0,0.0,above average,22540.0,527739.0,0.0
26-39,male,10-19,high school,0.0,after 2015,0.0,1.0,sports car,0.0,0.0,0.0,below average,,965475.0,0.0
26-39,female,10-19,university,0.0,before 2015,0.0,1.0,sedan,3.0,0.0,1.0,below average,17710.0,692484.0,0.0
65+,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,14490.0,571298.0,1.0
40-64,female,20-29,university,1.0,before 2015,0.0,1.0,sports car,0.0,0.0,1.0,above average,24150.0,701289.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,below average,14490.0,879256.0,0.0
40-64,male,10-19,high school,1.0,before 2015,1.0,1.0,sedan,1.0,1.0,3.0,above average,16101.0,649732.0,0.0
40-64,female,20-29,high school,1.0,before 2015,0.0,1.0,sedan,1.0,0.0,2.0,above average,19320.0,855779.0,0.0
26-39,male,10-19,none,0.0,after 2015,1.0,0.0,sedan,1.0,0.0,1.0,below average,19320.0,625532.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,0.0,average,,506830.0,0.0
26-39,male,10-19,none,1.0,before 2015,0.0,1.0,sedan,4.0,1.0,1.0,below average,,291891.0,1.0
65+,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,2.0,0.0,0.0,above average,12880.0,3025.0,0.0
65+,female,0-9,high school,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,16101.0,683267.0,1.0
65+,male,30+,none,1.0,before 2015,1.0,1.0,sedan,4.0,1.0,6.0,average,14490.0,839311.0,0.0
26-39,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,2.0,0.0,below average,22540.0,969959.0,0.0
26-39,female,10-19,none,0.0,after 2015,0.0,1.0,sedan,3.0,0.0,1.0,average,,694890.0,1.0
26-39,male,10-19,university,0.0,before 2015,0.0,0.0,sedan,2.0,0.0,0.0,average,25760.0,912505.0,1.0
65+,female,30+,university,1.0,before 2015,0.0,0.0,sedan,1.0,1.0,0.0,above average,25760.0,298912.0,0.0
65+,male,30+,high school,0.0,before 2015,1.0,1.0,sedan,5.0,1.0,5.0,below average,19320.0,336753.0,0.0
16-25,male,0-9,high school,1.0,after 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,25760.0,667341.0,0.0
40-64,female,0-9,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,19320.0,790649.0,0.0
40-64,female,20-29,none,1.0,after 2015,1.0,1.0,sports car,3.0,0.0,0.0,above average,19320.0,967869.0,0.0
16-25,female,0-9,none,0.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,minmal,22540.0,806032.0,1.0
26-39,female,10-19,university,0.0,before 2015,1.0,0.0,sedan,2.0,0.0,1.0,average,14490.0,648666.0,1.0
16-25,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,below average,19320.0,21860.0,1.0
26-39,female,10-19,none,0.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,average,16101.0,983493.0,0.0
26-39,male,10-19,high school,0.0,before 2015,0.0,1.0,sedan,3.0,0.0,0.0,below average,20930.0,916881.0,0.0
65+,male,0-9,university,0.0,before 2015,0.0,1.0,sedan,0.0,0.0,0.0,above average,22540.0,381852.0,1.0
65+,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,2.0,1.0,0.0,above average,20930.0,937208.0,0.0
40-64,male,20-29,high school,1.0,after 2015,1.0,1.0,sedan,1.0,0.0,4.0,above average,16101.0,95412.0,0.0
40-64,female,20-29,high school,1.0,before 2015,1.0,1.0,sedan,1.0,0.0,2.0,above average,19320.0,607006.0,0.0
26-39,male,0-9,none,0.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,157650.0,1.0
40-64,female,20-29,university,1.0,after 2015,1.0,1.0,sedan,1.0,1.0,1.0,above average,14490.0,84004.0,0.0
65+,male,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,,615309.0,1.0
40-64,female,0-9,high school,1.0,before 2015,0.0,0.0,sedan,0.0,0.0,0.0,average,,137282.0,1.0
40-64,male,20-29,university,1.0,after 2015,1.0,0.0,sedan,4.0,0.0,4.0,above average,24150.0,46700.0,0.0
40-64,male,10-19,high school,1.0,before 2015,0.0,1.0,sedan,0.0,0.0,2.0,above average,19320.0,650982.0,0.0
40-64,female,20-29,high school,0.0,before 2015,1.0,1.0,sedan,4.0,1.0,1.0,average,14490.0,495635.0,0.0
26-39,male,10-19,university,1.0,after 2015,1.0,1.0,sedan,5.0,0.0,2.0,above average,,411155.0,0.0
26-39,male,10-19,high school,1.0,after 2015,0.0,1.0,sedan,3.0,0.0,1.0,above average,20930.0,471169.0,0.0
40-64,female,10-19,university,1.0,before 2015,1.0,1.0,sedan,0.0,1.0,0.0,above average,19320.0,725883.0,0.0
40-64,male,10-19,university,0.0,after 2015,1.0,1.0,sedan,2.0,1.0,0.0,above average,22540.0,425246.0,0.0
40-64,male,10-19,university,0.0,after 2015,1.0,1.0,sedan,1.0,0.0,3.0,average,14490.0,887542.0,0.0
40-64,male,20-29,high school,0.0,before 2015,1.0,1.0,sedan,4.0,0.0,3.0,average,16101.0,541272.0,0.0
40-64,female,0-9,university,1.0,before 2015,1.0,1.0,sedan,0.0,0.0,0.0,above average,11270.0,826670.0,0.0
40-64,female,10-19,high school,1.0,before 2015,1.0,0.0,sedan,0.0,0.0,0.0,average,24150.0,743957.0,0.0
