Area,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud,ID
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,9354.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,61461.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7235.0,13.0,125.0,Dealer,30.0,Complaint,0,7555.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Manufacturer,1.4,Claim,0,9035.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Claim,0,353.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,7922.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,257.0,Internet,25.0,Claim,0,4381.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,,11.0,383.0,Dealer,20.0,Claim,0,5152.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,80.0,Manufacturer,12.0,Complaint,0,4481.0
Rural,Business,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,1003.0,15.0,576.0,Dealer,30.0,Claim,0,8943.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,1,2798.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Complaint,0,6397.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,2310.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.0,Complaint,0,2483.0
Urban,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,5584.0,11.0,111.0,Dealer,4.0,Other,0,3660.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3541.0,12.0,391.0,Manufacturer,27.0,Complaint,0,58610.0
Urban,Personal,Household,AC,2.0,2.0,1.0,0.0,0.0,0.0,12000.0,15.0,233.0,Manufacturer,21.0,Claim,0,3329.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,254.0,Dealer,9.0,Claim,0,81210.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,6.0,Internet,6.5,Complaint,0,1050.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,6618.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,7017.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,20000.0,15.0,15.0,Manufacturer,2.5,Claim,0,1732.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,13.0,4.0,Dealer,0.5,Complaint,0,8280.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3949.0,11.0,556.0,Internet,30.0,Complaint,0,8108.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,19651.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,21.0,Dealer,6.5,Other,0,37431.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4388.0,13.0,309.0,Manufacturer,30.0,Complaint,0,8122.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,3624.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,7417.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,12000.0,14.0,3.0,Internet,1.4,Complaint,0,6876.0
Urban,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,5584.0,11.0,111.0,Dealer,4.0,Other,0,6295.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,10.0,Dealer,1.0,Claim,0,6224.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,811.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,0,74851.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,3172.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,1.0,4000.0,15.0,26.0,Manufacturer,23.0,Complaint,0,3034.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,74521.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,9.0,Manufacturer,1.0,Claim,0,7747.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,214.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,3691.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,15.0,330.0,Dealer,8.0,Claim,0,9663.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Manufacturer,1.0,Claim,1,2146.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,4088.0,13.0,495.0,Dealer,30.0,Claim,0,5865.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,10.0,Dealer,1.0,Claim,0,2118.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Claim,0,5725.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,3098.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,5273.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4948.0,13.0,942.0,Manufacturer,30.0,Claim,0,32761.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,6542.0,13.0,271.0,Dealer,4.0,Claim,0,9718.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,32.0,Manufacturer,14.0,Claim,0,6700.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,31831.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,3400.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,16.0,Manufacturer,0.5,Complaint,0,6002.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,7028.0,14.0,679.0,Manufacturer,30.0,Claim,1,2692.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3949.0,11.0,556.0,Internet,30.0,Complaint,0,4771.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15.0,7.0,Manufacturer,0.5,Claim,0,8532.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,9270.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,5220.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,5744.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,9633.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Claim,0,7224.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,3692.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,12.0,61.0,Dealer,24.0,Claim,0,9627.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,4.0,Dealer,1.0,Other,0,8765.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,5767.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,10291.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,9199.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,5918.0,11.0,705.0,Dealer,9.0,Claim,0,8495.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,80.0,Manufacturer,12.0,Complaint,0,4018.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,1273.0
Urban,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,12.0,233.0,Dealer,6.0,Complaint,0,3959.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,25000.0,12.0,3.0,Dealer,1.5,Complaint,0,5589.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,281.0,Internet,19.0,Complaint,0,1154.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,281.0,Internet,19.0,Complaint,0,8231.0
Urban,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,50000.0,12.0,6.0,Dealer,2.4,Claim,0,5096.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,4674.0,12.0,727.0,Manufacturer,30.0,Complaint,0,22481.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,0,5099.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,70751.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,1,1982.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,15.0,254.0,Dealer,9.0,Claim,0,9116.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,218.0,Internet,16.0,Complaint,0,4051.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,5918.0,11.0,705.0,Dealer,9.0,Claim,0,6301.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,170.0,Manufacturer,19.0,Claim,0,528.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,615.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,8032.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,6172.0
Urban,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,15000.0,15.0,18.0,Manufacturer,1.3,Complaint,0,4897.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,8344.0,14.0,3.0,Internet,3.0,Complaint,0,5697.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,3750.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,4993.0
Rural,Personal,Household,AC,2.0,0.0,1.0,0.0,0.0,0.0,5652.0,10.0,758.0,Dealer,30.0,Claim,0,7413.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,16.0,Dealer,1.6,Complaint,0,5120.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,15.0,45.0,Internet,24.0,Claim,0,94021.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,301.0,Manufacturer,3.0,Complaint,0,3972.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,14.0,9.0,Dealer,2.5,Claim,0,329.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,15000.0,12.0,4.0,Manufacturer,1.6,Complaint,0,9875.0
Urban,Personal,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,12.0,247.0,Internet,18.0,Complaint,0,75431.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,4088.0,13.0,495.0,Dealer,30.0,Claim,0,206.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,212.0,Dealer,4.0,Complaint,0,2839.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,9524.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,5550.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,7.0,Manufacturer,1.6,Claim,1,8721.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,80.0,Manufacturer,12.0,Complaint,0,9743.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,55361.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,8225.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,50000.0,10.0,14.0,Manufacturer,1.5,Claim,0,6564.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,15.0,45.0,Internet,24.0,Claim,0,2328.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,340.0,Manufacturer,10.0,Claim,0,34741.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3905.0,13.0,683.0,Dealer,19.0,Claim,0,5337.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,4091.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,30131.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,16.0,Manufacturer,2.5,Other,1,5975.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,5901.0,11.0,370.0,Dealer,30.0,Claim,0,6359.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,9921.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,,11.0,626.0,Internet,30.0,Complaint,0,2516.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,6000.0,15.0,301.0,Manufacturer,3.0,Complaint,0,7586.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,8382.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,6610.0,14.0,908.0,Dealer,30.0,Complaint,0,6458.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,5788.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,11.0,408.0,Dealer,30.0,Claim,0,6603.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,1656.0,14.0,827.0,Internet,30.0,Claim,0,6792.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,115.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,9002.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,3549.0,13.0,199.0,Internet,30.0,Other,0,2512.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4948.0,13.0,942.0,Manufacturer,30.0,Claim,0,137.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,1.0,4000.0,15.0,26.0,Manufacturer,23.0,Complaint,0,92611.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,15.0,330.0,Dealer,8.0,Claim,0,5370.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,3371.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4097.0,13.0,23.0,Internet,30.0,Other,0,1899.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,18.0,Dealer,1.6,Complaint,0,4254.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2538.0,12.0,73.0,Dealer,30.0,Claim,0,5362.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,4.0,Dealer,1.0,Other,0,6335.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,9358.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4474.0,12.0,202.0,Manufacturer,30.0,Claim,0,4471.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,15000.0,10.0,60.0,Manufacturer,0.5,Complaint,1,3114.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,6.0,Manufacturer,2.4,Claim,0,9733.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,21.0,Manufacturer,1.6,Other,0,8372.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,19.0,Internet,1.4,Complaint,0,7457.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,90.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,9851.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,8248.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,,11.0,626.0,Internet,30.0,Complaint,0,7340.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,3602.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,7184.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,6.0,Dealer,1.3,Complaint,0,3845.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,15000.0,12.0,15.0,Manufacturer,1.3,Complaint,0,6255.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,61891.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,9808.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,213.0,Manufacturer,2.0,Complaint,0,8813.0
Rural,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,20000.0,12.0,10.0,Dealer,1.0,Complaint,0,7117.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,9.0,Internet,2.6,Complaint,0,6009.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,7690.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,4991.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,213.0,Manufacturer,2.0,Complaint,0,11291.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,3549.0,13.0,199.0,Internet,30.0,Other,0,8549.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,1211.0
Rural,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,4024.0,12.0,721.0,Dealer,30.0,Complaint,0,9376.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,10.0,299.0,Dealer,9.0,Complaint,0,60211.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,5513.0,12.0,991.0,Dealer,30.0,Complaint,0,2551.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,356.0,Internet,13.0,Claim,0,6399.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,4.0,Internet,1.4,Other,0,7995.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,18.0,Dealer,1.6,Complaint,0,2079.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,15.0,303.0,Internet,7.0,Complaint,0,7231.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,224.0,Manufacturer,23.0,Complaint,0,6279.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,1601.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,12.0,Dealer,0.5,Complaint,0,9568.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,0.0,0.0,5000.0,10.0,345.0,Dealer,2.0,Complaint,0,6691.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,12.0,350.0,Internet,18.0,Complaint,0,2109.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,15.0,303.0,Internet,7.0,Complaint,0,1874.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3501.0,14.0,43.0,Dealer,30.0,Other,1,7613.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,14451.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,55.0,Dealer,21.0,Claim,0,9090.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,6.0,Manufacturer,2.4,Claim,0,3616.0
Urban,Personal,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,12.0,247.0,Internet,18.0,Complaint,0,2010.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,12000.0,14.0,3.0,Internet,1.4,Complaint,0,59810.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,8528.0
Urban,Business,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,15.0,315.0,Dealer,3.0,Claim,0,5713.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,9.0,Manufacturer,2.4,Other,0,8892.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,15000.0,12.0,9.0,Dealer,0.5,Complaint,1,9722.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,663.0
Urban,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,18000.0,14.0,10.0,Dealer,1.4,Claim,0,61.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,4674.0,12.0,727.0,Manufacturer,30.0,Complaint,0,9549.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,15.0,39.0,Dealer,11.0,Claim,0,6887.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,2.0,1.0,6022.0,11.0,112.0,Manufacturer,14.0,Claim,0,9821.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,13.0,14.0,Manufacturer,1.6,Claim,1,5172.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,15.0,287.0,Dealer,1.0,Claim,0,10591.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Dealer,1.4,Claim,0,8243.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,12.0,7.0,Manufacturer,6.5,Claim,1,9329.0
Urban,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,12000.0,14.0,16.0,Internet,6.5,Complaint,0,8469.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,6610.0,14.0,908.0,Dealer,30.0,Complaint,0,8318.0
